sale_id,product_id,sale_date,units_sold
1069,9,2023-08-23,25
1070,10,2023-08-23,38
1071,11,2023-08-23,24
1072,12,2023-08-23,43
1073,13,2023-08-23,41
1074,14,2023-08-23,25
1075,15,2023-08-23,45
1076,16,2023-08-23,35
1077,17,2023-08-23,16
1078,18,2023-08-23,32
1079,19,2023-08-23,34
1080,20,2023-08-23,19
1081,1,2023-08-24,12
1082,2,2023-08-24,19
1083,3,2023-08-24,34
1084,4,2023-08-24,32
1085,5,2023-08-24,11
1086,6,2023-08-24,21
1087,7,2023-08-24,13
1088,8,2023-08-24,19
1089,9,2023-08-24,34
1090,10,2023-08-24,17
1091,11,2023-08-24,11
1092,12,2023-08-24,35
1093,13,2023-08-24,18
1094,14,2023-08-24,31
1095,15,2023-08-24,42
1096,16,2023-08-24,41
1097,17,2023-08-24,14
1098,18,2023-08-24,45
1099,19,2023-08-24,21
1100,20,2023-08-24,22
1101,1,2023-08-25,31
1102,2,2023-08-25,19
1103,3,2023-08-25,17
1104,4,2023-08-25,49
1105,5,2023-08-25,38
1106,6,2023-08-25,43
1107,7,2023-08-25,37
1108,8,2023-08-25,13
1109,9,2023-08-25,32
1110,10,2023-08-25,11
1111,11,2023-08-25,24
1112,12,2023-08-25,35
1113,13,2023-08-25,21
1114,14,2023-08-25,24
1115,15,2023-08-25,44
1116,16,2023-08-25,35
1117,17,2023-08-25,44
1118,18,2023-08-25,36
1119,19,2023-08-25,50
1120,20,2023-08-25,31
1121,1,2023-08-26,11
1122,2,2023-08-26,47
1123,3,2023-08-26,45
1124,4,2023-08-26,39
1125,5,2023-08-26,23
1126,6,2023-08-26,32
1127,7,2023-08-26,15
1128,8,2023-08-26,19
1129,9,2023-08-26,31
1130,10,2023-08-26,13
1131,11,2023-08-26,13
1132,12,2023-08-26,30
1133,13,2023-08-26,42
1134,14,2023-08-26,28
1135,15,2023-08-26,31
1136,16,2023-08-26,23
1137,17,2023-08-26,29
1138,18,2023-08-26,30
1139,19,2023-08-26,49
1140,20,2023-08-26,11
1141,1,2023-08-27,30
1142,2,2023-08-27,46
1143,3,2023-08-27,32
1144,4,2023-08-27,21
1145,5,2023-08-27,49
1146,6,2023-08-27,48
1147,7,2023-08-27,40
1148,8,2023-08-27,49
1149,9,2023-08-27,10
1150,10,2023-08-27,35
1151,11,2023-08-27,46
1152,12,2023-08-27,23
1153,13,2023-08-27,29
1154,14,2023-08-27,31
1155,15,2023-08-27,37
1156,16,2023-08-27,26
1157,17,2023-08-27,32
1158,18,2023-08-27,43
1159,19,2023-08-27,46
1160,20,2023-08-27,34
1161,1,2023-08-28,37
1162,2,2023-08-28,14
1163,3,2023-08-28,12
1164,4,2023-08-28,32
1165,5,2023-08-28,24
1166,6,2023-08-28,42
1167,7,2023-08-28,30
1168,8,2023-08-28,49
1169,9,2023-08-28,10
1170,10,2023-08-28,36
1171,11,2023-08-28,39
1172,12,2023-08-28,36
1173,13,2023-08-28,19
1174,14,2023-08-28,15
1175,15,2023-08-28,21
1176,16,2023-08-28,29
1177,17,2023-08-28,21
1178,18,2023-08-28,37
1179,19,2023-08-28,15
1180,20,2023-08-28,26
1181,1,2023-08-29,11
1182,2,2023-08-29,18
1183,3,2023-08-29,42
1184,4,2023-08-29,39
1185,5,2023-08-29,21
1186,6,2023-08-29,48
1187,7,2023-08-29,24
1188,8,2023-08-29,50
1189,9,2023-08-29,45
1190,10,2023-08-29,40
1191,11,2023-08-29,40
1192,12,2023-08-29,43
1193,13,2023-08-29,32
1194,14,2023-08-29,32
1195,15,2023-08-29,28
1196,16,2023-08-29,22
1197,17,2023-08-29,39
1198,18,2023-08-29,34
1199,19,2023-08-29,10
1200,20,2023-08-29,28
1201,1,2023-08-30,29
1202,2,2023-08-30,39
1203,3,2023-08-30,36
1204,4,2023-08-30,19
1205,5,2023-08-30,40
1206,6,2023-08-30,29
1207,7,2023-08-30,12
1208,8,2023-08-30,30
1209,9,2023-08-30,48
1210,10,2023-08-30,15
1211,11,2023-08-30,46
1212,12,2023-08-30,40
1213,13,2023-08-30,24
1214,14,2023-08-30,47
1215,15,2023-08-30,28
1216,16,2023-08-30,21
1217,17,2023-08-30,42
1218,18,2023-08-30,42
1219,19,2023-08-30,11
1220,20,2023-08-30,46
1221,1,2023-08-31,37
1222,2,2023-08-31,21
1223,3,2023-08-31,14
1224,4,2023-08-31,49
1225,5,2023-08-31,34
1226,6,2023-08-31,20
1227,7,2023-08-31,42
1228,8,2023-08-31,40
1229,9,2023-08-31,23
1230,10,2023-08-31,14
1231,11,2023-08-31,31
1232,12,2023-08-31,46
1233,13,2023-08-31,21
1234,14,2023-08-31,23
1235,15,2023-08-31,22
1236,16,2023-08-31,10
1237,17,2023-08-31,13
1238,18,2023-08-31,50
1239,19,2023-08-31,24
1240,20,2023-08-31,45
1241,1,2023-09-01,27
1242,2,2023-09-01,36
1243,3,2023-09-01,15
1244,4,2023-09-01,45
1245,5,2023-09-01,17
1246,6,2023-09-01,47
1247,7,2023-09-01,39
1248,8,2023-09-01,43
1249,9,2023-09-01,43
1250,10,2023-09-01,29
1251,11,2023-09-01,11
1252,12,2023-09-01,27
1253,13,2023-09-01,39
1254,14,2023-09-01,33
1255,15,2023-09-01,19
1256,16,2023-09-01,44
1257,17,2023-09-01,18
1258,18,2023-09-01,23
1259,19,2023-09-01,33
1260,20,2023-09-01,35
1261,1,2023-09-02,29
1262,2,2023-09-02,48
1263,3,2023-09-02,38
1264,4,2023-09-02,34
1265,5,2023-09-02,27
1266,6,2023-09-02,24
1267,7,2023-09-02,30
1268,8,2023-09-02,26
1269,9,2023-09-02,49
1270,10,2023-09-02,12
1271,11,2023-09-02,39
1272,12,2023-09-02,20
1273,13,2023-09-02,24
1274,14,2023-09-02,38
1275,15,2023-09-02,43
1276,16,2023-09-02,12
1277,17,2023-09-02,36
1278,18,2023-09-02,22
1279,19,2023-09-02,11
1280,20,2023-09-02,39
1281,1,2023-09-03,43
1282,2,2023-09-03,38
1283,3,2023-09-03,49
1284,4,2023-09-03,45
1285,5,2023-09-03,38
1286,6,2023-09-03,13
1287,7,2023-09-03,34
1288,8,2023-09-03,41
1289,9,2023-09-03,29
1290,10,2023-09-03,50
1291,11,2023-09-03,43
1292,12,2023-09-03,18
1293,13,2023-09-03,30
1294,14,2023-09-03,44
1295,15,2023-09-03,22
1296,16,2023-09-03,18
1297,17,2023-09-03,25
1298,18,2023-09-03,39
1299,19,2023-09-03,21
1300,20,2023-09-03,40
1301,1,2023-09-04,42
1302,2,2023-09-04,43
1303,3,2023-09-04,16
1304,4,2023-09-04,46
1305,5,2023-09-04,44
1306,6,2023-09-04,25
1307,7,2023-09-04,25
1308,8,2023-09-04,33
1309,9,2023-09-04,40
1310,10,2023-09-04,31
1311,11,2023-09-04,17
1312,12,2023-09-04,22
1313,13,2023-09-04,44
1314,14,2023-09-04,13
1315,15,2023-09-04,20
1316,16,2023-09-04,20
1317,17,2023-09-04,29
1318,18,2023-09-04,28
1319,19,2023-09-04,37
1320,20,2023-09-04,38
1321,1,2023-09-05,22
1322,2,2023-09-05,10
1323,3,2023-09-05,23
1324,4,2023-09-05,22
1325,5,2023-09-05,43
1326,6,2023-09-05,26
1327,7,2023-09-05,18
1328,8,2023-09-05,41
1329,9,2023-09-05,27
1330,10,2023-09-05,49
1331,11,2023-09-05,50
1332,12,2023-09-05,14
1333,13,2023-09-05,27
1334,14,2023-09-05,14
1335,15,2023-09-05,46
1336,16,2023-09-05,37
1337,17,2023-09-05,11
1338,18,2023-09-05,26
1339,19,2023-09-05,13
1340,20,2023-09-05,48
1341,1,2023-09-06,35
1342,2,2023-09-06,20
1343,3,2023-09-06,28
1344,4,2023-09-06,22
1345,5,2023-09-06,50
1346,6,2023-09-06,35
1347,7,2023-09-06,18
1348,8,2023-09-06,41
1349,9,2023-09-06,21
1350,10,2023-09-06,21
1351,11,2023-09-06,27
1352,12,2023-09-06,39
1353,13,2023-09-06,29
1354,14,2023-09-06,26
1355,15,2023-09-06,12
1356,16,2023-09-06,10
1357,17,2023-09-06,45
1358,18,2023-09-06,26
1359,19,2023-09-06,19
1360,20,2023-09-06,25
1361,1,2023-09-07,18
1362,2,2023-09-07,33
1363,3,2023-09-07,18
1364,4,2023-09-07,32
1365,5,2023-09-07,40
1366,6,2023-09-07,49
1367,7,2023-09-07,24
1368,8,2023-09-07,30
1369,9,2023-09-07,10
1370,10,2023-09-07,14
1371,11,2023-09-07,42
1372,12,2023-09-07,32
1373,13,2023-09-07,17
1374,14,2023-09-07,21
1375,15,2023-09-07,32
1376,16,2023-09-07,45
1377,17,2023-09-07,48
1378,18,2023-09-07,41
1379,19,2023-09-07,39
1380,20,2023-09-07,46
1381,1,2023-09-08,16
1382,2,2023-09-08,20
1383,3,2023-09-08,45
1384,4,2023-09-08,23
1385,5,2023-09-08,38
1386,6,2023-09-08,17
1387,7,2023-09-08,22
1388,8,2023-09-08,41
1389,9,2023-09-08,21
1390,10,2023-09-08,11
1391,11,2023-09-08,18
1392,12,2023-09-08,39
1393,13,2023-09-08,37
1394,14,2023-09-08,13
1395,15,2023-09-08,46
1396,16,2023-09-08,40
1397,17,2023-09-08,13
1398,18,2023-09-08,31
1399,19,2023-09-08,32
1400,20,2023-09-08,36
1401,1,2023-09-09,29
1402,2,2023-09-09,22
1403,3,2023-09-09,20
1404,4,2023-09-09,43
1405,5,2023-09-09,18
1406,6,2023-09-09,10
1407,7,2023-09-09,30
1408,8,2023-09-09,43
1409,9,2023-09-09,47
1410,10,2023-09-09,16
1411,11,2023-09-09,41
1412,12,2023-09-09,22
1413,13,2023-09-09,11
1414,14,2023-09-09,20
1415,15,2023-09-09,27
1416,16,2023-09-09,17
1417,17,2023-09-09,23
1418,18,2023-09-09,13
1419,19,2023-09-09,14
1420,20,2023-09-09,17
1421,1,2023-09-10,35
1422,2,2023-09-10,49
1423,3,2023-09-10,45
1424,4,2023-09-10,48
1425,5,2023-09-10,27
1426,6,2023-09-10,23
1427,7,2023-09-10,35
1428,8,2023-09-10,30
1429,9,2023-09-10,42
1430,10,2023-09-10,10
1431,11,2023-09-10,26
1432,12,2023-09-10,21
1433,13,2023-09-10,29
1434,14,2023-09-10,22
1435,15,2023-09-10,26
1436,16,2023-09-10,45
1437,17,2023-09-10,20
1438,18,2023-09-10,17
1439,19,2023-09-10,25
1440,20,2023-09-10,20
1441,1,2023-09-11,45
1442,2,2023-09-11,46
1443,3,2023-09-11,19
1444,4,2023-09-11,48
1445,5,2023-09-11,30
1446,6,2023-09-11,12
1447,7,2023-09-11,33
1448,8,2023-09-11,36
1449,9,2023-09-11,38
1450,10,2023-09-11,22
1451,11,2023-09-11,46
1452,12,2023-09-11,12
1453,13,2023-09-11,49
1454,14,2023-09-11,34
1455,15,2023-09-11,26
1456,16,2023-09-11,38
1457,17,2023-09-11,14
1458,18,2023-09-11,36
1459,19,2023-09-11,29
1460,20,2023-09-11,46
1461,1,2023-09-12,24
1462,2,2023-09-12,22
1463,3,2023-09-12,38
1464,4,2023-09-12,23
1465,5,2023-09-12,44
1466,6,2023-09-12,50
1467,7,2023-09-12,47
1468,8,2023-09-12,22
1469,9,2023-09-12,32
1470,10,2023-09-12,12
1471,11,2023-09-12,21
1472,12,2023-09-12,49
1473,13,2023-09-12,16
1474,14,2023-09-12,20
1475,15,2023-09-12,23
1476,16,2023-09-12,22
1477,17,2023-09-12,13
1478,18,2023-09-12,32
1479,19,2023-09-12,21
1480,20,2023-09-12,20
1481,1,2023-09-13,34
1482,2,2023-09-13,28
1483,3,2023-09-13,23
1484,4,2023-09-13,47
1485,5,2023-09-13,22
1486,6,2023-09-13,44
1487,7,2023-09-13,37
1488,8,2023-09-13,26
1489,9,2023-09-13,38
1490,10,2023-09-13,22
1491,11,2023-09-13,40
1492,12,2023-09-13,44
1493,13,2023-09-13,23
1494,14,2023-09-13,20
1495,15,2023-09-13,42
1496,16,2023-09-13,25
1497,17,2023-09-13,31
1498,18,2023-09-13,32
1499,19,2023-09-13,49
1500,20,2023-09-13,39
1501,1,2023-09-14,38
1502,2,2023-09-14,42
1503,3,2023-09-14,50
1504,4,2023-09-14,36
1505,5,2023-09-14,43
1506,6,2023-09-14,35
1507,7,2023-09-14,49
1508,8,2023-09-14,49
1509,9,2023-09-14,34
1510,10,2023-09-14,19
1511,11,2023-09-14,38
1512,12,2023-09-14,38
1513,13,2023-09-14,35
1514,14,2023-09-14,43
1515,15,2023-09-14,45
1516,16,2023-09-14,25
1517,17,2023-09-14,16
1518,18,2023-09-14,39
1519,19,2023-09-14,15
1520,20,2023-09-14,11
1521,1,2023-09-15,43
1522,2,2023-09-15,39
1523,3,2023-09-15,47
1524,4,2023-09-15,30
1525,5,2023-09-15,20
1526,6,2023-09-15,27
1527,7,2023-09-15,24
1528,8,2023-09-15,33
1529,9,2023-09-15,18
1530,10,2023-09-15,23
1531,11,2023-09-15,27
1532,12,2023-09-15,48
1533,13,2023-09-15,27
1534,14,2023-09-15,31
1535,15,2023-09-15,24
1536,16,2023-09-15,23
1537,17,2023-09-15,21
1538,18,2023-09-15,38
1539,19,2023-09-15,32
1540,20,2023-09-15,11
1541,1,2023-09-16,20
1542,2,2023-09-16,49
1543,3,2023-09-16,50
1544,4,2023-09-16,41
1545,5,2023-09-16,28
1546,6,2023-09-16,26
1547,7,2023-09-16,15
1548,8,2023-09-16,21
1549,9,2023-09-16,11
1550,10,2023-09-16,18
1551,11,2023-09-16,22
1552,12,2023-09-16,37
1553,13,2023-09-16,38
1554,14,2023-09-16,35
1555,15,2023-09-16,16
1556,16,2023-09-16,24
1557,17,2023-09-16,50
1558,18,2023-09-16,19
1559,19,2023-09-16,43
1560,20,2023-09-16,49
1561,1,2023-09-17,23
1562,2,2023-09-17,47
1563,3,2023-09-17,46
1564,4,2023-09-17,31
1565,5,2023-09-17,18
1566,6,2023-09-17,50
1567,7,2023-09-17,40
1568,8,2023-09-17,46
1569,9,2023-09-17,10
1570,10,2023-09-17,29
1571,11,2023-09-17,47
1572,12,2023-09-17,42
1573,13,2023-09-17,44
1574,14,2023-09-17,38
1575,15,2023-09-17,15
1576,16,2023-09-17,43
1577,17,2023-09-17,27
1578,18,2023-09-17,18
1579,19,2023-09-17,25
1580,20,2023-09-17,34
1581,1,2023-09-18,27
1582,2,2023-09-18,37
1583,3,2023-09-18,20
1584,4,2023-09-18,19
1585,5,2023-09-18,26
1586,6,2023-09-18,47
1587,7,2023-09-18,43
1588,8,2023-09-18,21
1589,9,2023-09-18,37
1590,10,2023-09-18,15
1591,11,2023-09-18,37
1592,12,2023-09-18,39
1593,13,2023-09-18,48
1594,14,2023-09-18,19
1595,15,2023-09-18,30
1596,16,2023-09-18,29
1597,17,2023-09-18,21
1598,18,2023-09-18,38
1599,19,2023-09-18,29
1600,20,2023-09-18,49
1601,1,2023-09-19,35
1602,2,2023-09-19,50
1603,3,2023-09-19,25
1604,4,2023-09-19,47
1605,5,2023-09-19,26
1606,6,2023-09-19,28
1607,7,2023-09-19,18
1608,8,2023-09-19,38
1609,9,2023-09-19,19
1610,10,2023-09-19,34
1611,11,2023-09-19,43
1612,12,2023-09-19,10
1613,13,2023-09-19,19
1614,14,2023-09-19,45
1615,15,2023-09-19,29
1616,16,2023-09-19,23
1617,17,2023-09-19,23
1618,18,2023-09-19,13
1619,19,2023-09-19,31
1620,20,2023-09-19,45
1621,1,2023-09-20,23
1622,2,2023-09-20,17
1623,3,2023-09-20,39
1624,4,2023-09-20,21
1625,5,2023-09-20,40
1626,6,2023-09-20,19
1627,7,2023-09-20,40
1628,8,2023-09-20,32
1629,9,2023-09-20,48
1630,10,2023-09-20,28
1631,11,2023-09-20,50
1632,12,2023-09-20,17
1633,13,2023-09-20,41
1634,14,2023-09-20,30
1635,15,2023-09-20,13
1636,16,2023-09-20,12
1637,17,2023-09-20,46
1638,18,2023-09-20,27
1639,19,2023-09-20,39
1640,20,2023-09-20,46
1641,1,2023-09-21,38
1642,2,2023-09-21,27
1643,3,2023-09-21,43
1644,4,2023-09-21,49
1645,5,2023-09-21,22
1646,6,2023-09-21,49
1647,7,2023-09-21,23
1648,8,2023-09-21,49
1649,9,2023-09-21,43
1650,10,2023-09-21,22
1651,11,2023-09-21,42
1652,12,2023-09-21,29
1653,13,2023-09-21,40
1654,14,2023-09-21,36
1655,15,2023-09-21,37
1656,16,2023-09-21,23
1657,17,2023-09-21,26
1658,18,2023-09-21,20
1659,19,2023-09-21,32
1660,20,2023-09-21,16
1661,1,2023-09-22,41
1662,2,2023-09-22,30
1663,3,2023-09-22,13
1664,4,2023-09-22,21
1665,5,2023-09-22,40
1666,6,2023-09-22,15
1667,7,2023-09-22,13
1668,8,2023-09-22,38
1669,9,2023-09-22,18
1670,10,2023-09-22,46
1671,11,2023-09-22,49
1672,12,2023-09-22,31
1673,13,2023-09-22,36
1674,14,2023-09-22,27
1675,15,2023-09-22,25
1676,16,2023-09-22,50
1677,17,2023-09-22,33
1678,18,2023-09-22,28
1679,19,2023-09-22,10
1680,20,2023-09-22,23
1681,1,2023-09-23,46
1682,2,2023-09-23,47
1683,3,2023-09-23,13
1684,4,2023-09-23,47
1685,5,2023-09-23,38
1686,6,2023-09-23,11
1687,7,2023-09-23,39
1688,8,2023-09-23,31
1689,9,2023-09-23,23
1690,10,2023-09-23,36
1691,11,2023-09-23,13
1692,12,2023-09-23,34
1693,13,2023-09-23,45
1694,14,2023-09-23,15
1695,15,2023-09-23,46
1696,16,2023-09-23,29
1697,17,2023-09-23,47
1698,18,2023-09-23,41
1699,19,2023-09-23,25
1700,20,2023-09-23,35
1701,1,2023-09-24,39
1702,2,2023-09-24,11
1703,3,2023-09-24,49
1704,4,2023-09-24,18
1705,5,2023-09-24,30
1706,6,2023-09-24,30
1707,7,2023-09-24,29
1708,8,2023-09-24,31
1709,9,2023-09-24,39
1710,10,2023-09-24,16
1711,11,2023-09-24,42
1712,12,2023-09-24,19
1713,13,2023-09-24,20
1714,14,2023-09-24,10
1715,15,2023-09-24,22
1716,16,2023-09-24,29
1717,17,2023-09-24,42
1718,18,2023-09-24,37
1719,19,2023-09-24,21
1720,20,2023-09-24,12
1721,1,2023-09-25,27
1722,2,2023-09-25,18
1723,3,2023-09-25,12
1724,4,2023-09-25,35
1725,5,2023-09-25,18
1726,6,2023-09-25,14
1727,7,2023-09-25,42
1728,8,2023-09-25,42
1729,9,2023-09-25,29
1730,10,2023-09-25,50
1731,11,2023-09-25,40
1732,12,2023-09-25,31
1733,13,2023-09-25,46
1734,14,2023-09-25,39
1735,15,2023-09-25,39
1736,16,2023-09-25,20
1737,17,2023-09-25,30
1738,18,2023-09-25,17
1739,19,2023-09-25,37
1740,20,2023-09-25,39
1741,1,2023-09-26,49
1742,2,2023-09-26,49
1743,3,2023-09-26,27
1744,4,2023-09-26,43
1745,5,2023-09-26,48
1746,6,2023-09-26,44
1747,7,2023-09-26,41
1748,8,2023-09-26,20
1749,9,2023-09-26,35
1750,10,2023-09-26,38
1751,11,2023-09-26,46
1752,12,2023-09-26,10
1753,13,2023-09-26,48
1754,14,2023-09-26,39
1755,15,2023-09-26,23
1756,16,2023-09-26,35
1757,17,2023-09-26,32
1758,18,2023-09-26,22
1759,19,2023-09-26,39
1760,20,2023-09-26,40
1761,1,2023-09-27,30
1762,2,2023-09-27,49
1763,3,2023-09-27,15
1764,4,2023-09-27,41
1765,5,2023-09-27,42
1766,6,2023-09-27,27
1767,7,2023-09-27,22
1768,8,2023-09-27,22
1769,9,2023-09-27,13
1770,10,2023-09-27,50
1771,11,2023-09-27,34
1772,12,2023-09-27,14
1773,13,2023-09-27,27
1774,14,2023-09-27,22
1775,15,2023-09-27,41
1776,16,2023-09-27,26
1777,17,2023-09-27,45
1778,18,2023-09-27,17
1779,19,2023-09-27,23
1780,20,2023-09-27,49
1781,1,2023-09-28,17
1782,2,2023-09-28,19
1783,3,2023-09-28,18
1784,4,2023-09-28,33
1785,5,2023-09-28,11
1786,6,2023-09-28,43
1787,7,2023-09-28,22
1788,8,2023-09-28,14
1789,9,2023-09-28,31
1790,10,2023-09-28,20
1791,11,2023-09-28,14
1792,12,2023-09-28,14
1793,13,2023-09-28,46
1794,14,2023-09-28,43
1795,15,2023-09-28,35
1796,16,2023-09-28,29
1797,17,2023-09-28,24
1798,18,2023-09-28,30
1799,19,2023-09-28,17
1800,20,2023-09-28,32
1801,1,2023-09-29,34
1802,2,2023-09-29,38
1803,3,2023-09-29,44
1804,4,2023-09-29,46
1805,5,2023-09-29,19
1806,6,2023-09-29,50
1807,7,2023-09-29,13
1808,8,2023-09-29,28
1809,9,2023-09-29,27
1810,10,2023-09-29,24
1811,11,2023-09-29,22
1812,12,2023-09-29,43
1813,13,2023-09-29,28
1814,14,2023-09-29,24
1815,15,2023-09-29,43
1816,16,2023-09-29,41
1817,17,2023-09-29,33
1818,18,2023-09-29,21
1819,19,2023-09-29,11
1820,20,2023-09-29,19
1821,1,2023-09-30,25
1822,2,2023-09-30,24
1823,3,2023-09-30,18
1824,4,2023-09-30,39
1825,5,2023-09-30,36
1826,6,2023-09-30,25
1827,7,2023-09-30,31
1828,8,2023-09-30,11
1829,9,2023-09-30,48
1830,10,2023-09-30,45
1831,11,2023-09-30,12
1832,12,2023-09-30,26
1833,13,2023-09-30,13
1834,14,2023-09-30,21
1835,15,2023-09-30,15
1836,16,2023-09-30,32
1837,17,2023-09-30,39
1838,18,2023-09-30,46
1839,19,2023-09-30,18
1840,20,2023-09-30,34
1841,1,2023-10-01,15
1842,2,2023-10-01,40
1843,3,2023-10-01,50
1844,4,2023-10-01,34
1845,5,2023-10-01,19
1846,6,2023-10-01,10
1847,7,2023-10-01,27
1848,8,2023-10-01,40
1849,9,2023-10-01,43
1850,10,2023-10-01,38
1851,11,2023-10-01,41
1852,12,2023-10-01,15
1853,13,2023-10-01,26
1854,14,2023-10-01,16
1855,15,2023-10-01,44
1856,16,2023-10-01,14
1857,17,2023-10-01,14
1858,18,2023-10-01,12
1859,19,2023-10-01,19
1860,20,2023-10-01,18
1861,1,2023-10-02,13
1862,2,2023-10-02,12
1863,3,2023-10-02,32
1864,4,2023-10-02,43
1865,5,2023-10-02,45
1866,6,2023-10-02,24
1867,7,2023-10-02,11
1868,8,2023-10-02,39
1869,9,2023-10-02,50
1870,10,2023-10-02,39
1871,11,2023-10-02,23
1872,12,2023-10-02,16
1873,13,2023-10-02,32
1874,14,2023-10-02,27
1875,15,2023-10-02,50
1876,16,2023-10-02,39
1877,17,2023-10-02,46
1878,18,2023-10-02,15
1879,19,2023-10-02,46
1880,20,2023-10-02,41
1881,1,2023-10-03,50
1882,2,2023-10-03,17
1883,3,2023-10-03,14
1884,4,2023-10-03,21
1885,5,2023-10-03,40
1886,6,2023-10-03,27
1887,7,2023-10-03,38
1888,8,2023-10-03,15
1889,9,2023-10-03,22
1890,10,2023-10-03,24
1891,11,2023-10-03,36
1892,12,2023-10-03,31
1893,13,2023-10-03,21
1894,14,2023-10-03,49
1895,15,2023-10-03,25
1896,16,2023-10-03,25
1897,17,2023-10-03,48
1898,18,2023-10-03,40
1899,19,2023-10-03,24
1900,20,2023-10-03,49
1901,1,2023-10-04,33
1902,2,2023-10-04,34
1903,3,2023-10-04,10
1904,4,2023-10-04,42
1905,5,2023-10-04,21
1906,6,2023-10-04,19
1907,7,2023-10-04,41
1908,8,2023-10-04,44
1909,9,2023-10-04,37
1910,10,2023-10-04,27
1911,11,2023-10-04,38
1912,12,2023-10-04,30
1913,13,2023-10-04,18
1914,14,2023-10-04,40
1915,15,2023-10-04,15
1916,16,2023-10-04,11
1917,17,2023-10-04,13
1918,18,2023-10-04,18
1919,19,2023-10-04,23
1920,20,2023-10-04,12
1921,1,2023-10-05,33
1922,2,2023-10-05,23
1923,3,2023-10-05,23
1924,4,2023-10-05,17
1925,5,2023-10-05,26
1926,6,2023-10-05,17
1927,7,2023-10-05,19
1928,8,2023-10-05,50
1929,9,2023-10-05,46
1930,10,2023-10-05,40
1931,11,2023-10-05,23
1932,12,2023-10-05,36
1933,13,2023-10-05,35
1934,14,2023-10-05,31
1935,15,2023-10-05,10
1936,16,2023-10-05,30
1937,17,2023-10-05,50
1938,18,2023-10-05,10
1939,19,2023-10-05,22
1940,20,2023-10-05,12
1941,1,2023-10-06,17
1942,2,2023-10-06,32
1943,3,2023-10-06,15
1944,4,2023-10-06,44
1945,5,2023-10-06,47
1946,6,2023-10-06,40
1947,7,2023-10-06,43
1948,8,2023-10-06,19
1949,9,2023-10-06,16
1950,10,2023-10-06,40
1951,11,2023-10-06,14
1952,12,2023-10-06,48
1953,13,2023-10-06,21
1954,14,2023-10-06,41
1955,15,2023-10-06,22
1956,16,2023-10-06,17
1957,17,2023-10-06,36
1958,18,2023-10-06,40
1959,19,2023-10-06,29
1960,20,2023-10-06,48
1961,1,2023-10-07,19
1962,2,2023-10-07,35
1963,3,2023-10-07,37
1964,4,2023-10-07,17
1965,5,2023-10-07,21
1966,6,2023-10-07,40
1967,7,2023-10-07,40
1968,8,2023-10-07,27
1969,9,2023-10-07,21
1970,10,2023-10-07,30
1971,11,2023-10-07,36
1972,12,2023-10-07,43
1973,13,2023-10-07,50
1974,14,2023-10-07,45
1975,15,2023-10-07,47
1976,16,2023-10-07,23
1977,17,2023-10-07,47
1978,18,2023-10-07,29
1979,19,2023-10-07,16
1980,20,2023-10-07,48
1981,1,2023-10-08,22
1982,2,2023-10-08,14
1983,3,2023-10-08,14
1984,4,2023-10-08,35
1985,5,2023-10-08,49
1986,6,2023-10-08,22
1987,7,2023-10-08,31
1988,8,2023-10-08,45
1989,9,2023-10-08,21
1990,10,2023-10-08,22
1991,11,2023-10-08,18
1992,12,2023-10-08,31
1993,13,2023-10-08,49
1994,14,2023-10-08,22
1995,15,2023-10-08,47
1996,16,2023-10-08,21
1997,17,2023-10-08,23
1998,18,2023-10-08,39
1999,19,2023-10-08,28
2000,20,2023-10-08,10
2001,1,2023-10-09,31
2002,2,2023-10-09,50
2003,3,2023-10-09,49
2004,4,2023-10-09,45
2005,5,2023-10-09,46
2006,6,2023-10-09,15
2007,7,2023-10-09,44
2008,8,2023-10-09,32
2009,9,2023-10-09,28
2010,10,2023-10-09,12
2011,11,2023-10-09,16
2012,12,2023-10-09,20
2013,13,2023-10-09,39
2014,14,2023-10-09,40
2015,15,2023-10-09,18
2016,16,2023-10-09,24
2017,17,2023-10-09,36
2018,18,2023-10-09,27
2019,19,2023-10-09,49
2020,20,2023-10-09,46
2021,1,2023-10-10,12
2022,2,2023-10-10,34
2023,3,2023-10-10,42
2024,4,2023-10-10,19
2025,5,2023-10-10,29
2026,6,2023-10-10,42
2027,7,2023-10-10,18
2028,8,2023-10-10,33
2029,9,2023-10-10,37
2030,10,2023-10-10,44
2031,11,2023-10-10,38
2032,12,2023-10-10,28
2033,13,2023-10-10,16
2034,14,2023-10-10,13
2035,15,2023-10-10,47
2036,16,2023-10-10,31
2037,17,2023-10-10,33
2038,18,2023-10-10,46
2039,19,2023-10-10,16
2040,20,2023-10-10,28
2041,1,2023-10-11,41
2042,2,2023-10-11,49
2043,3,2023-10-11,41
2044,4,2023-10-11,41
2045,5,2023-10-11,34
2046,6,2023-10-11,45
2047,7,2023-10-11,26
2048,8,2023-10-11,28
2049,9,2023-10-11,48
2050,10,2023-10-11,32
2051,11,2023-10-11,25
2052,12,2023-10-11,33
2053,13,2023-10-11,14
2054,14,2023-10-11,47
2055,15,2023-10-11,17
2056,16,2023-10-11,18
2057,17,2023-10-11,28
2058,18,2023-10-11,19
2059,19,2023-10-11,22
2060,20,2023-10-11,19
2061,1,2023-10-12,38
2062,2,2023-10-12,49
2063,3,2023-10-12,30
2064,4,2023-10-12,48
2065,5,2023-10-12,41
2066,6,2023-10-12,29
